Char,Diag,wlen
Ross," Ah, the forbidden love of a man and his door.",10
Joey," Shh. He did it. He told her off, and not just about the kiss, 

about everything.",16
Joey," No, no. He said ""When are you gonna grow up and start being a 

mom?""",15
Joey," Then she came back with ""The question is, when are you gonna 

grow up and realize I have a bomb?""",20
Ross," 'Kay, wait a minute, are you sure she didn't say ""When are you 

gonna grow up and realize I am your mom?""",22
Joey," I don’t know, I've been standing here spelling it out for you! 

(Goes back to the door) I don't hear anything. Oh, wait, wait, wait. (Looks 

through the spy hole)",30
Joey," Hard to tell, they're so tiny and upside-down. Wait, wait. 

They're walking away... they're walking away... No, no they're not, they're 

coming right at us! Run! Run!",27
Chandler," Yeah, why not. (They shake hands) So I told her.",10
Ross," Well, see? So, maybe it wasn't such a bad idea, y'know, me 

kissing your mom, uh? Huh? (Wags his finger at Chandler, then puts it down) 

But.. we don't have to go down that road.",35
Rachel," Okay. Now this is just the first chapter, and I want your 

absolute honest opinion. Oh, oh, and on page two, he's not 'reaching for her 

heaving beasts'.",28
Rachel," All right, all right, so I'm not a great typist...",10
Ross," Wait, did you get to the part about his 'huge throbbing pens'? 

Tell ya, you don't wanna be around when he starts writing with those!",25
Phoebe,"  Oh 

wait, wait, wait, no. I just got to the part about her ‘public hair’.


",15
Monica," Aunt Syl, stop yelling! All I'm saying is that if 

you had told me vegetarian lasagna, I would have made vegetarian lasagna. 

(pauses, listens to person on phone) Well, the meat's only every third layer, 

maybe you could scrape.",39
Ross," Yup! You could plunk me down in the middle of any woman's 

uterus, no compass, and I can find my way out of there like that! (snaps 

fingers)",28
Phoebe," Ooh, this is cool...it says in some parts of the world, people 

actually eat the placenta. (Joey grimaces)",18
Chandler," And, we're done with the yogurt. (Sets yogurt down on table)",11
Phoebe," (softly) Sorry. (Camera pans back to Monica, still on phone)",10
Monica," Aunt Syl, I did this as a favor, I am not a caterer. What do 

you want me to do with a dozen lasagnas? (listens to Aunt Syl on phone, looks 

shocked) Nice talk, Aunt Syl. (in New York accent) You kiss Uncle Freddie with 

that mouth?",47
Joey," Hey Ross, listen, you know that right now, your baby's only this 

big? (measures about 2 inches with his thumb and index finger) This is your 

baby. (in baby-like voice) Hi Daddy! ",32
Joey," (in baby-like voice) How come you don't live with 

Mommy? (pause; shows Ross less than amused) How come Mommy lives with that other 

lady? (pause; Ross still looks less than amused; Joey smiling) What's a lesbian? 

(playfully hits Ross)",39
Rachel," Honey, you can say it, Poconos, Poconos, it's like Poc-o-nos 

(touching Paolo's nose with forefinger with each syllable)",18
Rachel," Yes, my sister's giving us her place for the weekend.",10
Ross," Wasn't this supposed to be just a fling, huh? Shouldn't it 

be...(makes flinging motions with hands) flung by now?",19
Rachel," I mean, we are way past the fling thing, I mean, I am feeling 

things that I've only read about in Danielle Steele books, you know? I mean, 

when I'm with him, I'm totally, totally...",35
Ross," ...nauseous, I'm physically nauseous. What am I supposed to do, 

huh? Call immigration? (pauses, looks suddenly inspired) I could call 

immigration!",21
Rachel," 

What? (Her, Monica, and Phoebe come over.) Oh look. Ugly Naked Guy is making 

shadow puppets",16
Ross," (to 

the guys who are eager to look) Go! Go!


",10
Joey," I love babies, with their little baby shoes, and their little 

baby toes, and their little baby hands... ",18
Ross," Hey, hello! mmwa! (kisses Carol) I brought all the books, and 

Monica sends her love, along with this lasagna. ",19
Ross," (pauses) I'm pretty sure that it is...(looks 

at Carol’s figure) Ha ha oooh. Ohhh. 19 weeks and the breasts are starting to 

swell…..according to the literature.",26
Ross," (making flinging gestures with hands) Oh, tell me, 

tell me, is everything, uhh....? ",13
Ross," Oh, that's great, that is great! (Hugs and kisses Carol. Then 

picks up a picture frame)",16
Ross," (surprised, chuckling nervously) Of course it's your 

friend Tanya. (looks up frightened)",12
Ross," (chuckles nervously) The sex? (chuckles) Um, I'm 

having enough trouble with the image of you and Susan together, when you throw 

in Tanya (miming washing hair, that's the best I could think of), yaw...",34
Ross," Oh, you know the sex of the baby? Oh, oh-oh-oh!",10
Ross," No, no, no, no, no, I don't want to know, absolutely not. I 

think, you know, I think you should know until you look down there, and say, oop, 

there it is! (pauses) Or isn't...",35
Ross," (flailing arms in protest) Oh, hey hey hey, ho ho ho, 

hello, guy who doesn't want to know, standing right here!",21
Ross," Ok, what, what...ok, what did we think it was going to be? ",12
Ross," (interrupts) No, no, no I don't want to know, don't 

want to know. Ok, you know, I should probably, I should probably just go. ",24
Ross," No problem, ok, mmmwa (kisses Carol) oh, mmmwa (kisses Carol's 

stomach, then punches Susan's shoulder) Susan... (Ross leaves.)",18
Ross," (on intercom) Uh, never mind, I don't want to know. 

(Carol and Susan laugh)",14
Chandler," Ok, so it's just because it was my table, I have to buy a 

new one?",16
Chandler," What rule? There's no rule, if anything, you owe me a table!",12
Chandler," Well, I believe the piece of furniture was fine until your 

little breakfast adventure with Angela Delvecchio",17
Chandler," Well, let's just say the impressions you made in the butter 

left little to the imagination.",16
Chandler," Well, it's a pretty big commitment, I mean, what if one of 

us wants to move out?",17
Chandler," Yeah, yeah, it's just that with my last roommate Kip...",10
Chandler," It's just that we bought a hibachi together, and then he ran 

off and got married, and things got pretty ugly.",21
Phoebe," Oh, okay, I don't know what you just said, so let's get 

started.",13
Phoebe," Um, that's really your decision, I mean, some people prefer, 

you know, to take off...oh whoops! You're being naked!",19
Rachel," (to Ross) I can't believe you don't want to know. I 

mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and 

Susan knows.... ",29
Ross," Wha, heh, how could you know, I don't even know!",10
Monica," Carol called me to thank me for the lasagna, I asked, she told 

me.",14
Joey," So what's it gonna be? (Monica whispers in Joey's ear. Ross gets 

up and waves arms frantically in protest)",19
Ross," Wait—oh—hey—huh, oh great now he knows, and I don't know!",10
Chandler," 

Well you could use some of my sorts. I rarely use them.


",12
Joey," Hey, Chandler, that table place closes at 7, come on.",10
Phoebe," Well, he came in for a massage, and everything was 

fine until. (A flashback starts Paolo, lying on massage table, moving his hands 

up Phoebe's legs.)",26
Ross," You have to tell her! You have to tell her! It's your moral 

obligation, as a friend, as a woman, I think it's a feminist issue! Guys? Guys? 

(waiting for guys to chime in)",34
Joey," Will you pick one, just pick one! Here, how about that one? 

(points to a table)",16
Joey," So what, like people are gonna come in and think, ""Uh-oh, I'm 

outside again?"" Of course!",16
Joey," I don't know, birds just don't say, ""Hello, sit here, eat 

something.""",12
Chandler," Oh, so, forget about the birds, but big red insects suggest 

fine dining!",13
Joey," Fine, you want to get the birds, get the birds!",10
Chandler," Not like that, I won't! (pauses) Kip would have liked the 

birds! (Joey turns and gives Chandler a dirty look)",20
Rachel," No, these aren't all my suitcases. (picks up small blue 

suitcase and shows to Phoebe) This one's Paolo's.",18
Rachel," Well, sure...just a sec, though, 'cause Paolo's on his way 

over.",11
Phoebe," Ok, um, (clears throat) we haven't known each other for that 

long a time, and, um, there are three things that you should know about me. One, 

my friends are the most important thing in my life, two, I never lie, and three, 

I make the best oatmeal raisin cookies in the world. (Phoebe opens a tin and 

offers Rachel a cookie)",62
Rachel," (taking cookie) Ok, thanks Pheebs (takes bite of 

cookie, overwhelmed) Oh my God, why have I never tasted these before?!",20
Phoebe," Oh, I don't make them a lot because I don't think it's fair to 

the other cookies",17
Rachel," All right, well, you're right, these are the best oatmeal 

cookies I've ever had.",14
Ross, I think It's the most beautiful table I've ever seen.,10
Monica," So how does this work, you going to balance the plates on 

these little guys' heads?",16
Joey," Who cares, we'll eat at the sink! Come on, let's play!",11
Monica," Heads up Ross! (Monica scores on Chandler and Joey) Score! 

(points at Chandler) You suck!",15
Phoebe," Ok, I've got milk (takes thermos from her bag and starts to 

pour a cup) Here you go... (Rachel drinks straight from thermos) Oh!(Rachel 

finishes thermos) Better?",27
Rachel," No...oh, I feel so stupid! Oh, I think about 

the other day with you guys and I was all ""Oh, Paolo, he's so great, he makes me 

feel so..."" (pulls a lot of the roll of paper towel out) Oh, God, I'm so 

embarrassed!",44
Rachel," Pheebs, if I had never met him this never would have happened!",12
Rachel," (voice wavers) Oh, but he was my pig man...how did I not see 

this?",14
Phoebe," (raises hand) Oh! I know! (Rachel startled) It's because... 

he's gorgeous, and he's charming, and when he looks at you...",20
Rachel," No, no, trust, me, it's, it's, it's much better that I know. 

Uh, I just liked it better before it was better...",22
Phoebe," I think she took it pretty well. You know Paolo's over there 

right now, so...",15
Monica," We should get over there and see if she's okay. 

(switching places with Ross) Just one...second! Score! (Monica scores, 

high-fives with Ross) Game! Come on. (Monica and Phoebe leave)",29
Ross," (wiping his brow) Ah...ooh! Well, looks like, uh, we 

kicked your butts.",12
Joey," No-no, she kicked our butts. You could be on the Olympic 

standing-there team.",13
Chandler," What are you still doing here? She just broke up with the 

guy; it's time for you to swoop in!",20
Joey," Yes, now is when you swoop! You got to make sure that when Paolo 

walks out of there, the first guy Rachel sees is you, She's got to know that 

you're everything he's not! You're like, like the anti-Paolo!",39
